"","X.1","X","ID","Group","Group_affiliation","YOB","Age","Gender","Sex","IndividScore","Est_Score","Overconfidence","Group_Quiz_Score","Group_Bonus_Score","Nominated","mode_influential","initial_influential","mode_learn","initial_learn","aveP","aveD","meanP","meanD","aveInf","aveLik","sScore","GroupID","o_conf","ageS","OConfBIN"
"104",117,117,127,26,"Mylor Mums",1970,48,"F",1,31,25,-6,32,4,0,129,0,0,0,0.875,0.0989583333333333,6.25,1.59375,0.805555555555556,1,2.375,17,-1.49264705882353,1.51470588235294,0
"105",118,118,128,26,"Mylor Mums",1972,46,"F",1,26,15,-11,32,4,0,129,0,0,0,0.74537037037037,0.0625000000000001,5.47222222222222,1.375,0.569444444444444,1,-2.625,17,-6.49264705882353,-0.485294117647058,0
"106",119,119,129,26,"Mylor Mums",1973,45,"F",1,24,18,-6,32,4,0,129,1,0,0,0.856481481481482,0.213541666666667,6.13888888888889,2.28125,0.666666666666667,1,-4.625,17,-1.49264705882353,-1.48529411764706,0
"107",120,120,130,26,"Mylor Mums",1980,38,"F",1,25,10,-15,32,4,0,129,0,0,0,0.796296296296296,0.0989583333333333,5.77777777777778,1.59375,0.680555555555556,1,-3.625,17,-10.4926470588235,-8.48529411764706,0
"108",121,121,131,27,"Philosopher's Hat",1987,31,"M",0,26,27,1,38,5,0,0,0,0,0,0.685185185185185,0.145833333333333,5.11111111111111,1.875,0.430555555555556,0.729166666666667,-2.625,18,5.50735294117647,-15.4852941176471,1
"109",122,122,132,27,"Philosopher's Hat",1954,64,"M",0,36,35,-1,38,5,0,0,0,0,0,0.62962962962963,0.260416666666667,4.77777777777778,2.5625,0.694444444444444,0.583333333333333,7.375,18,3.50735294117647,17.5147058823529,0
"110",123,123,133,27,"Philosopher's Hat",1948,70,"M",0,21,37,16,38,5,0,0,0,0,0,0.717592592592593,0.40625,5.30555555555556,3.4375,0.666666666666667,0.708333333333333,-7.625,18,20.5073529411765,23.5147058823529,1
"111",124,124,134,27,"Philosopher's Hat",1970,48,"M",0,36,20,-16,38,5,1,0,0,0,0,0.708333333333333,0.234375,5.25,2.40625,0.736111111111111,0.75,7.375,18,-11.4926470588235,1.51470588235294,0
"112",125,125,135,27,"Philosopher's Hat",1986,32,"F",1,34,28,-6,38,5,0,0,0,0,0,0.560185185185185,0.0937500000000002,4.36111111111111,1.5625,0.319444444444444,0.708333333333333,5.375,18,-1.49264705882353,-14.4852941176471,0
"113",126,126,136,28,"Calstock Chess",1956,62,"M",0,32,36,4,37,5,0,140,0,0,0,0.75,0.333333333333333,5.5,3,0.486111111111111,0.895833333333333,3.375,19,8.50735294117647,15.5147058823529,1
"114",127,127,137,28,"Calstock Chess",1949,69,"M",0,31,30,-1,37,5,0,140,0,0,0,0.555555555555555,0.229166666666666,4.33333333333333,2.375,0.462962962962963,0.75,2.375,19,3.50735294117647,22.5147058823529,0
"115",128,128,138,28,"Calstock Chess",1983,35,"M",0,37,29,-8,37,5,1,140,0,0,0,0.861111111111111,0.229166666666667,6.16666666666667,2.375,0.861111111111111,0.9375,8.375,19,-3.49264705882353,-11.4852941176471,0
"116",129,129,139,28,"Calstock Chess",1966,52,"M",0,31,32,1,37,5,0,140,0,0,0,0.697530864197531,0.305555555555556,5.18518518518519,2.83333333333333,0.592592592592593,0.861111111111111,2.375,19,5.50735294117647,5.51470588235294,1
"117",131,131,141,29,"Shanty Band",1983,35,"F",1,33,25,-8,31,7,0,142,0,0,0,0.856481481481482,0.208333333333334,6.13888888888889,2.25,0.5,0.916666666666667,4.375,20,-3.49264705882353,-11.4852941176471,0
"118",132,132,142,29,"Shanty Band",1989,29,"F",1,34,27,-7,31,7,0,142,1,0,0,0.712962962962963,0.416666666666666,5.27777777777778,3.5,0.777777777777778,0.854166666666667,5.375,20,-2.49264705882353,-17.4852941176471,0
"119",133,133,143,29,"Shanty Band",1984,34,"F",1,31,20,-11,31,7,0,142,0,0,0,0.708333333333333,0.260416666666667,5.25,2.5625,0.486111111111111,0.875,2.375,20,-6.49264705882353,-12.4852941176471,0
"120",134,134,144,29,"Shanty Band",1988,30,"M",0,28,28,0,31,7,1,142,0,0,0,0.819444444444445,0.182291666666667,5.91666666666667,2.09375,0.777777777777778,0.9375,-0.625,20,4.50735294117647,-16.4852941176471,0
"121",135,135,145,29,"Shanty Band",1994,24,"M",0,33,21,-12,31,7,0,142,0,0,0,0.717592592592593,0.0520833333333333,5.30555555555556,1.3125,0.541666666666667,0.9375,4.375,20,-7.49264705882353,-22.4852941176471,0
"122",136,136,146,30,"Pirates of Penryn",1970,48,"F",1,32,30,-2,33,3,1,148,0,0,0,0.796296296296296,0.348958333333333,5.77777777777778,3.09375,0.625,0.916666666666667,3.375,22,2.50735294117647,1.51470588235294,0
"123",137,137,147,30,"Pirates of Penryn",1966,52,"M",0,31,27,-4,33,3,0,148,0,0,0,0.726851851851852,0.473958333333333,5.36111111111111,3.84375,0.625,0.833333333333333,2.375,22,0.507352941176471,5.51470588235294,0
"124",138,138,148,30,"Pirates of Penryn",1978,40,"F",1,32,23,-9,33,3,0,148,1,0,0,0.87037037037037,0.229166666666666,6.22222222222222,2.375,0.805555555555556,0.958333333333333,3.375,22,-4.49264705882353,-6.48529411764706,0
"125",139,139,149,30,"Pirates of Penryn",1984,34,"F",1,34,25,-9,33,3,0,148,0,0,0,0.805555555555556,0.145833333333333,5.83333333333333,1.875,0.597222222222222,1,5.375,22,-4.49264705882353,-12.4852941176471,0
"126",140,140,150,30,"Pirates of Penryn",1984,34,"M",0,30,40,10,33,3,0,148,0,0,0,0.875,0.25,6.25,2.5,0.75,0.958333333333333,1.375,22,14.5073529411765,-12.4852941176471,1
"127",141,141,151,31,"Cambourne Chess",1956,62,"M",0,28,20,-8,36,3,0,155,0,155,0,0.708333333333333,0.0937500000000002,5.25,1.5625,0.513888888888889,0.916666666666667,-0.625,23,-3.49264705882353,15.5147058823529,0
"128",142,142,152,31,"Cambourne Chess",1957,61,"M",0,28,19,-9,36,3,0,155,0,155,0,0.856481481481481,0.307291666666667,6.13888888888889,2.84375,0.666666666666667,0.875,-0.625,23,-4.49264705882353,14.5147058823529,0
"129",143,143,153,31,"Cambourne Chess",1961,57,"M",0,31,20,-11,36,3,0,155,0,155,0,0.865740740740741,0.3125,6.19444444444444,2.875,0.611111111111111,0.979166666666667,2.375,23,-6.49264705882353,10.5147058823529,0
"130",144,144,154,31,"Cambourne Chess",1967,51,"F",1,26,27,1,36,3,0,155,0,155,0,0.86574074074074,0.223958333333333,6.19444444444444,2.34375,0.736111111111111,1,-2.625,23,5.50735294117647,4.51470588235294,1
"131",145,145,155,31,"Cambourne Chess",1952,66,"M",0,36,30,-6,36,3,1,155,1,155,1,0.907407407407407,0.338541666666667,6.44444444444444,3.03125,0.847222222222222,0.9375,7.375,23,-1.49264705882353,19.5147058823529,0
"132",146,146,156,32,"Penryn MSc students 2",1994,24,"M",0,30,26,-4,32,2,0,159,0,0,0,0.824074074074074,0.135416666666667,5.94444444444444,1.8125,0.555555555555556,1,1.375,24,0.507352941176471,-22.4852941176471,0
"133",147,147,157,32,"Penryn MSc students 2",1995,23,"F",1,29,30,1,32,2,0,159,0,0,0,0.842592592592593,0.369791666666667,6.05555555555556,3.21875,0.75,0.979166666666667,0.375,24,5.50735294117647,-23.4852941176471,1
"134",148,148,158,32,"Penryn MSc students 2",1995,23,"F",1,30,29,-1,32,2,0,159,0,0,0,0.884259259259259,0.432291666666667,6.30555555555556,3.59375,0.819444444444444,0.958333333333333,1.375,24,3.50735294117647,-23.4852941176471,0
"135",149,149,159,32,"Penryn MSc students 2",1995,23,"M",0,30,31,1,32,2,1,159,1,0,0,0.912037037037037,0.432291666666667,6.47222222222222,3.59375,0.847222222222222,0.979166666666667,1.375,24,5.50735294117647,-23.4852941176471,1
"136",150,150,160,32,"Penryn MSc students 2",1997,21,"M",0,26,18,-8,32,2,0,159,0,0,0,0.787037037037037,0.208333333333333,5.72222222222222,2.25,0.708333333333333,0.9375,-2.625,24,-3.49264705882353,-25.4852941176471,0
